configuration_path,shape_and_values,optional,constraints,source
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:0}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:0}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:0}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:0}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:0}.type,"{""const"":""dhcp""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L22
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:0}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:1}.inet4_range,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L402
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:1}.inet6_range,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L403
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:1}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L22
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:1}.type,"{""const"":""fakeip""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L22
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.headers,"{""additionalProperties"":{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]},""type"":""object""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L398
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.method,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L397
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L396
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L333
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L334
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/dns.go#L22
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls,"{""$ref"":""#/$defs/OutboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L125
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).alpn,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L102
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).certificate,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L107
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).certificate_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L108
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).certificate_public_key_sha256,"{""anyOf"":[{""anyOf"":[{""contentEncoding"":""base64"",""type"":""string""},{""items"":{""maximum"":255,""minimum"":0,""type"":""integer""},""type"":""array""}]},{""items"":{""anyOf"":[{""contentEncoding"":""base64"",""type"":""string""},{""items"":{""maximum"":255,""minimum"":0,""type"":""integer""},""type"":""array""}]},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L109
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).cipher_suites,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L105
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).client_certificate,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L110
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).client_certificate_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L111
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).client_key,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L112
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).client_key_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L113
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).curve_preferences,"{""anyOf"":[{""$ref"":""#/$defs/CurvePreference""},{""items"":{""$ref"":""#/$defs/CurvePreference""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L106
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).disable_sni,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L99
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).ech,"{""$ref"":""#/$defs/OutboundECHOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L119
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).ech (OutboundECHOptions).config,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L219
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).ech (OutboundECHOptions).config_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L220
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).ech (OutboundECHOptions).dynamic_record_sizing_disabled,"{""type"":""boolean""}",yes; conditional core requirements still apply,Deprecated: added by fault,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L226
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).ech (OutboundECHOptions).enabled,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L218
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).ech (OutboundECHOptions).pq_signature_schemes_enabled,"{""type"":""boolean""}",yes; conditional core requirements still apply,Deprecated: not supported by stdlib,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L224
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).ech (OutboundECHOptions).query_server_name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L221
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).enabled,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L98
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L114
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).fragment_fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L115
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).insecure,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L101
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).kernel_rx,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L118
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).kernel_tx,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L117
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).max_version,"{""enum"":["""",""1.0"",""1.1"",""1.2"",""1.3""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L104
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).min_version,"{""enum"":["""",""1.0"",""1.1"",""1.2"",""1.3""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L103
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).reality,"{""$ref"":""#/$defs/OutboundRealityOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L121
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).reality (OutboundRealityOptions).enabled,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L235
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).reality (OutboundRealityOptions).public_key,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L236
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).reality (OutboundRealityOptions).short_id,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L237
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).record_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L116
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).server_name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L100
$.dns (DNSOptions).servers[] (DNSServerOptions){oneOf:2}.tls (OutboundTLSOptions).utls,"{""$ref"":""#/$defs/OutboundUTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L120
